total_LHeighth_notes,average_RLH_note_35_range,average_RH_note_10_range,total_LHhalf_notes,large_10jumps_RH,total_RH_raw_notes,large_8jumps_LH,RLH_note_35_range,RH_note_10_range,average_LRH_5chord_hand_range,large_5jumps_LH,average_RLH_note_100_range,average_LH_2chord_hand_range,average_LRH_3chord_range,total_RH_notes,total_LRHwhole_notes,average_LH_2chord_range,total_LRHquarter_notes,average_RHhalf_ntoes,AverageTimeBetweenAttacksFeature,average_LH_5chord_range,average_LH_5chord_hand_range,average_LRH64th_notes,average_large_5jumps_LH,total_LHwhole_notes,average_LH_note_35_range,total_RHquarter_notes,average_RLH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,LH_note_35_range,total_LHquarter_notes,RLH_note_10_range,RLH_note_20_range,average_large_8jumps_LRH,average_RH_3chord_range,total_LH32nd_notes,average_RH_range,average_LHeighth_notes,average_large_8jumps_RH,RLH_note_100_range,average_LHhalf_ntoes,average_LRH16th_notes,LH_note_50_range,total_LRH_sharp_keys_pressed,average_RH_note_50_range,LH_note_100_range,total_RHwhole_notes,large_5jumps_LRH,total_LRH16th_notes,total_RH_flat_keys_pressed,total_LH_notes,average_LH_3chord_range,total_LH64th_notes,average_LRH_2chord_hand_range,total_RH_sharp_keys_pressed,UniqueSetClassSimultaneities,total_RH64th_notes,average_LRHeighth_notes,total_LRHeighth_notes,average_LH_note_10_range,total_LH16th_notes,average_LH_4chord_hand_range,average_large_10jumps_RH,large_9jumps_RH,average_large_9jumps_LH,RH_note_100_range,average_RLH_range,average_large_10jumps_LH,MostCommonNoteQuarterLengthPrevalence,average_RHquarter_notes,total_LRH_notes,average_RH64th_notes,average_RLH_note_50_range,RelativeStrengthOfTopPitchClassesFeature,AverageTimeBetweenAttacksForEachVoiceFeature,LH_note_20_range,average_LRHquarter_notes,total_RH16th_notes,PitchVarietyFeature,total_LRH32nd_notes,total_LH_sharp_keys_pressed,average_LH32nd_notes,RH_note_50_range,average_RH_note_20_range,average_LHquarter_notes,average_large_5jumps_LRH,average_LRH_4chord_hand_range,average_RH_5chord_range,RH_note_35_range,average_LH_4chord_range,UniquePitchClassSetSimultaneities,RelativeStrengthOfTopPitchesFeature,total_LRH_raw_notes,average_RH_3chord_hand_range,MostCommonNoteQuarterLength,average_RH_4chord_range,large_10jumps_LRH,MostCommonSetClassSimultaneityPrevalence,average_LH_3chord_hand_range,total_LRHhalf_notes,average_LH_note_50_range,average_RH_2chord_range,average_RH_5chord_hand_range,ImportanceOfHighRegisterFeature,TriadSimultaneityPrevalence,average_LRH_2chord_range,RH_note_20_range,average_LHwhole_notes,average_large_10jumps_LRH,total_RHhalf_notes,Grade,large_8jumps_RH,large_9jumps_LH,average_LRH32nd_notes,LH_note_10_range,average_RHeighth_notes,total_LRH64th_notes,AverageNoteDurationFeature,total_LH_raw_notes,average_LH_range,average_LRHwhole_notes,average_LH_note_100_range,total_LH_flat_keys_pressed,average_LRHhalf_ntoes,music_key,average_LRH_5chord_range,large_5jumps_RH,average_LH64th_notes,average_large_9jumps_RH,average_RH_4chord_hand_range,average_large_9jumps_LRH,average_RH16th_notes,large_8jumps_LRH,RLH_note_50_range,average_RH_2chord_hand_range,average_RH_note_35_range,large_10jumps_LH,average_RH_note_100_range,total_RHeighth_notes,average_LH16th_notes,DirectionOfMotionFeature,average_LRH_4chord_range,large_9jumps_LRH,average_large_8jumps_LH,NoteDensityFeature,total_LRH_flat_keys_pressed,total_RH32nd_notes,average_LRH_3chord_hand_range,average_RHwhole_notes,average_large_5jumps_RH,average_RH32nd_notes
2,8,0,5,0,21,1,15,0,0,11,7,0,0,21,0,0,0,0,0.454545454545,0,0,0,5,0,7,8,0,7,0,7,21,0,7,11,0,0,2,0,0,20,0,0,7,2,2,11,0,29,0,0,28,0,0,10,2,6,0,0,0,0,0,0,0,0,0,9,9,0,0.591836734694,0,49,0,7,0.75,0.634920634921,0,0,0,20,0,0,0,4,0,0,10,0,0,4,0,17,0.833333333333,49,0,1.0,0,20,0.294117647059,0,0,4,0,0,0.0204081632653,0.0,2,0,0,12,7,0,0,0,0,0,0,0,0.64,28,3,0,4,0,0,1,0,3,0,0,0,12,0,24,15,0,4,0,3,4,0,0.521739130435,0,22,8,4.82352941176,0,0,0,0,5,0
0,8,0,0,0,90,1,8,0,0,29,7,3,5,90,0,3,0,0,0.5,0,0,0,5,0,2,86,0,8,0,2,91,0,8,11,0,0,3,0,0,18,0,0,3,1,2,9,0,90,0,0,92,0,0,10,0,7,0,0,0,0,0,0,0,0,0,6,10,0,0.978021978022,0,182,0,6,0.4375,0.510989010989,0,0,0,15,0,1,0,2,0,1,10,0,0,0,0,22,0.882352941176,181,0,1.0,0,54,0.234042553191,0,0,2,0,0,0.103825136612,0.0,3,0,0,12,4,3,0,0,0,0,0,0,0.510638297872,91,3,0,3,0,0,1,0,21,0,0,0,11,0,79,10,0,0,0,3,0,0,0.547058823529,0,67,8,5.79591836735,0,0,6,0,5,0
0,4,0,0,10,63,13,4,0,8,111,9,8,3,155,0,8,0,0,0.267368421053,0,0,0,5,0,4,9,0,0,0,4,0,0,0,12,3,0,5,0,9,27,0,0,7,2,2,15,0,333,0,0,370,0,0,10,0,16,0,0,0,0,0,0,11,14,9,19,10,13,0.899047619048,0,525,0,5,0.869863013699,0.366773219109,0,0,0,35,0,2,0,4,2,0,11,12,0,3,0,44,0.681318681319,432,6,.33,0,233,0.218666666667,0,0,4,5,0,0.295238095238,0.173333333333,3,2,0,13,6,6,26,8,0,0,0,0,0.37033492823,369,4,0,6,0,0,1,3,89,0,10,0,12,0,294,9,5,2,1,7,0,0,0.535211267606,2,245,8,7.38235294118,0,0,11,0,6,0
0,10,0,0,19,225,418,17,0,5,526,9,7,4,448,0,7,0,0,0.255335968379,0,0,0,10,0,2,49,0,16,0,2,130,0,16,11,3,0,5,0,8,27,0,0,5,3,2,10,20,578,0,39,583,2,0,11,3,23,0,0,0,0,32,7,11,127,11,13,8,12,0.60814742968,0,1031,0,10,0.982456140351,0.453932573422,0,0,32,59,0,0,0,4,0,0,10,8,0,4,2,70,0.796511627907,387,6,1.0,3,280,0.307793923382,5,0,3,7,0,0.197361745307,0.183619550859,4,0,0,13,16,7,176,352,0,0,0,0,0.346215494212,162,9,0,4,40,0,18,3,249,0,9,8,13,0,456,20,7,4,311,4,84,0,0.527071823204,4,334,11,7.58974358974,79,0,12,0,8,0
47,2,0,0,5,148,186,3,0,6,290,9,4,3,289,0,4,0,0,0.259430604982,0,0,0,9,0,5,9,0,0,0,5,2,0,0,11,3,0,3,0,9,27,0,0,8,14,2,21,0,418,0,20,460,2,0,9,11,33,0,0,0,0,4,0,10,10,13,10,7,13,0.708945260347,0,749,0,9,0.839285714286,0.37502221227,0,0,15,41,0,3,0,4,0,0,8,6,0,2,0,82,0.672811059908,203,7,0.5,3,146,0.371225577265,5,0,5,3,0,0.0848484848485,0.410301953819,2,0,0,13,6,6,15,113,0,0,0,0,0.386387434555,55,6,0,7,4,0,17,2,77,0,9,8,12,0,231,22,3,2,106,3,26,0,0.473760932945,2,164,11,6.97972972973,24,0,9,0,6,0
0,2,0,0,1,119,8,5,0,0,122,7,5,3,132,0,5,0,0,0.193411764706,0,0,0,5,0,3,63,0,3,3,5,1,0,3,11,3,0,2,0,9,22,0,0,5,66,2,15,0,402,0,1,398,0,0,10,9,11,0,0,0,0,0,0,13,1,10,11,9,12,0.75,0,530,0,5,0.972972972973,0.394862155388,3,0,1,29,0,57,0,4,0,0,9,6,0,3,0,46,0.9375,516,6,.33,0,220,0.237762237762,0,0,2,5,0,0.0860805860806,0.0606060606061,3,0,0,12,11,6,3,3,0,0,0,0,0.310112359551,397,3,0,5,0,0,2,0,23,0,13,0,11,0,317,12,5,3,1,4,33,0,0.588,2,245,8,8.20481927711,1,0,6,0,6,0
120,7,0,0,0,170,3,12,0,0,59,8,3,2,173,0,3,0,0,0.303776683087,0,0,0,5,0,3,47,0,4,0,3,20,0,4,11,0,0,2,0,8,23,0,0,4,4,4,15,0,161,0,6,166,0,0,9,4,11,0,0,0,0,0,0,0,0,11,12,8,11,0.70796460177,0,339,0,6,0.942528735632,0.337527685493,0,0,9,26,0,0,0,7,5,0,10,4,0,7,0,29,0.563636363636,311,0,0.5,0,93,0.278606965174,0,0,2,3,0,0.242506811989,0.0696517412935,3,5,0,12,0,6,1,2,0,0,0,0,0.356574339382,141,3,0,5,4,0,16,0,12,0,0,0,12,0,116,14,3,5,2,4,112,0,0.496666666667,3,100,10,7.50793650794,10,0,9,0,5,0
16,2,0,2,1,93,2,4,0,0,4,8,0,0,93,0,0,0,0,0.465346534653,0,0,0,6,0,4,15,0,3,0,4,35,0,3,12,0,0,2,0,8,22,0,0,5,8,2,10,0,101,0,25,55,0,0,12,6,7,0,0,0,0,1,0,10,1,0,15,12,0,0.351351351351,0,148,0,6,0.827586206897,0.468397745572,0,0,38,22,0,2,0,4,3,0,12,0,0,4,0,28,0.9375,148,0,0.5,0,85,0.294117647059,0,0,2,0,0,0.22972972973,0.0,2,3,0,13,2,6,4,0,0,0,0,0,0.648648648649,55,2,0,3,15,0,19,0,14,0,10,0,13,0,98,16,0,2,0,5,36,0,0.496296296296,0,91,8,4.97959183673,40,0,0,0,6,0
300,4,3,0,1,898,9,9,3,0,143,11,8,0,901,0,8,0,0,0.0907688656858,0,0,0,5,0,3,0,4,3,2,6,0,4,7,9,0,0,3,0,10,33,0,0,13,0,4,26,0,818,0,547,900,0,0,8,0,2,0,0,0,3,598,8,27,3,12,26,7,19,0.665186007773,0,1801,0,5,0.927966101695,0.130102040816,4,0,598,56,0,0,0,13,2,0,8,0,0,6,3,13,0.89898989899,1796,0,0.25,0,241,0.99889135255,0,0,4,8,0,0.0680309734513,0.00110864745011,8,4,0,11,0,6,9,3,0,3,0,0,0.0912610619469,898,3,0,9,547,0,25,0,144,0,15,0,10,0,498,13,8,3,1,9,300,0,0.534857780257,0,441,9,23.734939759,1094,0,0,0,6,0
44,3,0,0,58,170,397,5,0,6,706,9,6,3,673,0,6,0,0,0.214599774521,0,0,0,8,0,2,25,0,2,0,2,200,0,2,12,3,0,5,0,10,26,0,0,5,27,4,11,0,760,0,29,795,2,0,11,10,26,0,0,0,0,4,7,12,106,11,15,9,11,0.506821282401,0,1468,0,9,0.810580204778,0.327985141456,0,0,8,60,0,17,0,9,6,0,10,9,0,6,3,93,0.933333333333,422,6,0.5,3,338,0.28297632469,5,0,3,5,0,0.233401084011,0.332581736189,4,6,0,13,0,8,163,247,0,0,0,0,0.248599348534,252,7,0,3,75,0,18,3,452,0,11,8,13,0,489,20,5,4,188,5,109,0,0.456539398863,3,404,9,9.96335078534,104,0,10,0,7,0
0,0,0,1,0,126,0,0,0,0,7,6,2,1,126,0,2,0,0,0.2256,0,0,0,5,0,17,6,0,0,0,17,29,0,0,12,0,0,3,0,0,19,0,0,17,3,0,17,0,57,0,0,31,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,6,0,0.573248407643,0,157,0,4,0.586666666667,0.415431578947,0,0,90,22,0,3,0,0,0,0,10,0,0,0,0,25,0.560606060606,156,0,0.25,0,36,0.436507936508,0,0,11,0,0,0.177215189873,0.0,3,0,0,13,0,3,0,0,0,0,0,0,0.349090909091,30,3,0,5,5,0,16,0,0,0,0,0,12,0,44,4,0,0,0,4,12,0,0.45652173913,0,40,0,7.44827586207,5,0,14,0,0,0
0,5,0,14,0,143,4,9,0,0,36,8,4,3,150,0,4,0,0,0.277426160338,0,0,0,5,0,8,70,0,8,0,8,44,0,8,12,0,0,2,0,0,24,0,0,8,82,4,15,0,109,0,0,89,0,0,12,73,15,0,0,0,0,0,0,0,0,11,13,8,11,0.623430962343,0,239,0,4,0.885714285714,0.457849997899,0,0,0,28,0,9,0,8,4,0,11,0,0,5,0,44,0.875,201,0,1.0,0,70,0.291139240506,0,0,5,3,0,0.274368231047,0.0632911392405,2,4,0,14,8,3,0,1,0,0,0,0,0.339768339768,58,3,0,5,0,0,3,0,9,0,0,0,13,0,91,9,3,3,1,4,62,0,0.502564102564,0,75,8,7.11363636364,0,0,8,0,5,0
0,2,0,0,0,154,0,4,0,0,0,6,0,0,156,0,0,0,0,0.232919254658,0,0,0,0,0,0,2,0,2,0,0,0,0,2,8,0,0,2,0,8,17,0,0,0,53,4,0,0,10,0,0,0,0,0,6,53,2,0,0,0,0,0,0,0,0,0,17,2,0,0.923076923077,0,156,0,4,1.0,0.232919254658,0,0,0,18,0,0,0,8,2,0,6,0,0,4,0,9,1.0,154,0,0.5,0,0,0.987179487179,0,0,0,6,0,0.708860759494,0.0,6,2,0,0,8,4,4,0,0,0,0,0,0.233918128655,0,0,0,0,0,0,4,0,10,0,0,0,0,0,4,8,6,2,0,6,144,0,0.350746268657,0,0,0,5.23684210526,0,0,0,0,6,0
0,5,0,0,16,266,0,5,0,0,0,7,0,3,365,0,0,0,0,0.632635253054,0,0,0,0,0,0,51,0,0,0,0,0,0,0,9,3,0,4,0,9,21,0,0,0,0,3,0,0,147,0,185,0,0,0,6,0,9,0,0,0,0,0,0,12,19,0,21,4,0,0.449315068493,0,365,0,3,0.575949367089,0.632635253054,0,0,72,34,0,0,0,7,0,0,7,7,0,5,0,29,0.411214953271,266,6,.166,2,16,0.753424657534,0,0,0,6,0,0.0,0.0958904109589,6,0,0,12,2,8,73,0,0,0,0,0,0.635335073977,0,0,0,0,0,0,22,0,147,0,12,7,12,0,73,7,6,5,0,7,24,0,0.497907949791,2,19,0,2.53278688525,185,0,6,0,7,0
0,8,0,0,6,92,10,13,0,9,63,8,3,3,129,0,3,0,0,0.427272727273,0,0,0,6,0,0,31,0,0,0,0,30,0,0,12,2,0,4,0,9,24,0,0,2,25,2,6,0,127,0,0,94,2,0,15,16,17,0,0,0,0,0,0,10,11,9,13,10,10,0.627802690583,0,223,0,8,0.656565656566,0.473000672043,0,0,35,25,0,9,0,4,0,1,10,9,0,2,0,28,0.88,122,5,1.0,0,76,0.195488721805,4,0,2,3,0,0.357541899441,0.15037593985,1,0,0,13,0,4,17,8,0,0,0,0,0.516591928251,30,5,0,3,0,0,2,2,48,0,9,0,13,0,94,15,3,2,4,4,0,0,0.508108108108,2,76,9,5.75862068966,0,0,8,0,6,0
122,5,4,0,6,243,53,13,4,11,259,10,4,2,322,0,4,0,0,0.239263803681,0,0,0,6,0,3,27,5,3,5,5,5,5,5,14,3,0,3,0,10,32,0,0,9,293,4,26,0,466,0,0,445,3,0,13,117,19,0,0,0,0,288,0,14,8,11,30,13,12,0.552419354839,0,767,0,6,0.948717948718,0.282189997306,5,0,117,47,0,176,0,10,5,0,13,6,0,10,0,78,0.981818181818,658,6,0.25,3,360,0.21,5,0,4,4,0,0.324541284404,0.112,2,8,0,15,3,6,17,46,0,0,0,0,0.315261044177,415,5,0,8,0,0,8,3,60,0,12,8,15,0,411,18,4,4,29,10,79,0,0.536211699164,3,375,10,8.31355932203,0,0,13,0,7,0
166,6,0,0,11,615,42,12,0,3,152,9,3,3,677,0,3,0,0,0.185810810811,0,0,0,6,0,3,34,0,4,0,5,30,0,4,11,2,0,3,0,8,33,0,0,8,158,3,26,0,546,0,12,423,0,0,8,101,14,0,0,0,0,171,0,10,11,12,20,6,13,0.45,0,1100,0,4,0.970464135021,0.262489401728,0,0,294,41,0,57,0,6,5,0,9,0,0,5,0,75,0.821705426357,1004,5,0.5,0,211,0.300613496933,0,0,4,3,0,0.245016611296,0.0699386503067,3,5,0,12,0,4,42,14,0,0,0,0,0.257408975445,389,3,0,7,2,0,2,4,195,0,10,0,12,0,329,12,3,2,10,6,276,0,0.463837994214,0,246,9,9.70588235294,14,0,8,0,6,0
33,7,0,0,3,189,103,13,0,3,142,10,6,3,219,0,6,0,0,0.299342105263,0,0,0,10,0,0,15,0,9,0,0,44,0,9,13,3,0,3,0,9,30,0,0,8,0,4,14,0,242,0,2,204,2,0,14,0,20,0,0,0,0,0,0,11,3,13,16,10,13,0.48463356974,0,423,0,6,0.863309352518,0.391677419355,0,0,15,36,0,0,0,8,3,0,12,8,0,5,0,50,0.783783783784,266,6,0.5,3,149,0.18339100346,5,0,8,4,0,0.209090909091,0.18339100346,1,3,0,15,5,4,8,79,0,0,0,0,0.390191897655,77,8,0,6,0,0,1,2,66,0,11,8,14,0,192,13,4,2,79,6,119,0,0.48128342246,2,160,11,7.07608695652,2,0,9,0,6,0
32,4,0,0,0,266,16,8,0,0,40,8,3,3,270,0,3,0,0,0.434848484848,0,0,0,7,0,3,15,5,3,4,5,9,5,5,10,0,0,2,0,8,27,0,0,5,0,3,19,0,145,0,139,177,0,0,7,0,14,0,0,0,0,50,0,0,0,10,16,4,10,0.354922279793,0,447,0,3,0.930555555556,0.422673873361,4,0,115,37,0,0,0,8,2,0,8,0,0,5,0,78,0.970588235294,397,0,0.5,0,52,0.495412844037,0,0,2,3,0,0.222748815166,0.0550458715596,3,2,0,11,0,6,4,8,0,0,0,0,0.58064516129,131,3,0,6,63,0,20,0,24,0,0,0,10,0,80,9,3,2,7,5,93,0,0.463888888889,0,56,9,5.40689655172,202,0,5,0,5,0
0,8,0,36,0,128,0,13,0,0,23,8,5,3,128,0,5,0,0,0.503144654088,0,0,0,5,3,0,48,0,12,0,0,37,0,12,13,0,0,2,0,0,21,0,0,5,15,2,9,3,140,0,0,89,0,0,13,6,11,0,0,0,0,0,0,0,0,0,7,12,0,0.380281690141,0,217,0,7,0.711538461538,0.724225173941,0,0,8,23,0,9,0,3,0,0,13,0,0,2,0,38,0.820512820513,213,0,1.0,0,131,0.238993710692,0,0,5,0,0,0.115207373272,0.0,1,0,0,13,20,4,0,0,0,0,0,0,0.709956709957,85,2,0,3,2,0,2,0,9,0,0,0,13,0,133,13,0,2,0,2,29,0,0.405063291139,0,131,0,4.75903614458,2,0,8,0,5,0
306,5,4,1,24,870,133,12,4,10,390,11,3,3,989,0,3,0,0,0.12544049878,0,0,0,7,0,4,42,4,4,8,9,181,4,6,11,0,0,3,0,9,37,0,0,15,314,6,26,0,849,0,0,682,2,0,7,209,25,0,0,0,0,0,7,12,31,11,24,7,12,0.761819269898,0,1671,0,5,0.934604904632,0.285535502741,8,0,1,57,0,105,0,16,6,0,9,8,0,15,3,138,0.909090909091,1362,0,0.5,0,352,0.250850340136,5,0,6,5,0,0.234238603298,0.103741496599,4,12,0,12,5,8,58,121,0,0,0,0,0.171267043565,492,5,0,8,0,0,2,2,251,0,11,0,12,0,548,15,5,7,101,8,822,0,0.474492931776,3,398,11,13.6266666667,0,0,9,0,6,0
1090,12,4,7,56,1081,898,28,4,11,1295,12,3,3,1458,0,3,0,0,0.125221096639,0,0,0,7,0,6,277,8,6,8,12,173,8,12,15,3,0,4,0,9,36,0,0,15,0,5,24,1,1756,0,428,1719,3,0,12,0,42,0,0,0,0,32,6,14,131,11,28,11,13,0.593444689568,0,3177,0,9,0.929899856938,0.261250187893,8,0,19,61,0,0,0,13,3,0,13,10,0,11,2,169,0.927884615385,2385,5,0.5,2,1158,0.197566909976,5,0,7,5,0,0.21170112782,0.221411192214,3,6,0,16,18,8,409,107,0,0,0,0,0.158102766798,1304,6,0,8,461,0,21,3,680,0,11,7,16,0,1381,28,5,5,51,9,763,0,0.500535523027,2,1211,8,14.5938697318,889,0,13,0,7,0
82,5,0,13,8,316,15,10,0,0,128,11,0,0,316,0,0,0,0,0.369017874303,0,0,0,6,0,3,37,5,4,2,5,41,5,6,13,0,0,3,0,8,34,0,0,11,0,3,27,0,386,0,205,360,0,0,9,0,7,0,0,0,0,217,0,12,13,13,25,9,13,0.565088757396,0,676,0,5,0.764705882353,0.393952975323,2,0,165,50,0,0,0,6,5,0,10,0,0,5,0,59,0.980769230769,676,0,0.25,0,190,0.217484008529,0,0,4,0,0,0.094674556213,0.0,3,5,0,14,20,6,54,8,0,0,0,0,0.503615702479,360,3,0,8,258,0,14,0,92,0,11,0,13,0,237,13,0,2,7,8,87,0,0.525362318841,0,207,10,5.93258426966,463,0,0,0,7,0
0,2,0,4,0,112,3,4,0,0,13,10,0,0,112,0,0,0,0,0.340540540541,0,0,0,6,0,4,16,0,2,0,4,56,0,2,15,0,0,1,0,8,26,0,0,8,18,2,11,0,111,0,0,60,0,0,15,12,7,0,0,0,0,0,0,0,0,0,10,15,0,0.488372093023,0,172,0,8,0.782608695652,0.432982134677,0,0,6,18,0,6,0,4,0,0,15,0,0,3,0,16,0.5,172,0,0.5,0,111,0.339285714286,0,0,5,0,0,0.418604651163,0.0,1,0,0,15,0,1,1,0,0,0,0,0,0.446511627907,60,3,0,4,0,0,2,0,3,0,0,0,15,0,111,18,0,3,0,4,84,0,0.488,0,111,8,6.23076923077,0,0,0,0,6,0
32,5,0,0,1,125,3,12,0,0,7,7,8,0,129,0,8,0,0,0.267153284672,0,0,0,6,0,2,12,0,4,2,3,27,0,4,10,3,0,2,0,10,23,0,0,8,4,3,15,0,94,0,36,73,0,0,8,2,9,0,0,0,0,12,0,15,1,0,16,6,0,0.40099009901,0,202,0,5,0.634615384615,0.308863998658,2,0,64,26,0,2,0,6,0,0,8,10,0,6,0,25,0.6,196,6,0.5,2,36,0.669230769231,0,0,3,0,0,0.210280373832,0.0153846153846,5,0,0,11,0,5,3,0,0,0,0,0,0.329203539823,71,3,0,5,26,0,18,0,14,0,15,6,10,0,52,12,0,4,0,5,49,0,0.47027027027,2,45,8,7.73684210526,62,0,0,0,7,0
100,0,0,0,0,44,99,0,0,0,99,5,8,3,66,0,8,0,0,0.30297029703,0,0,0,8,0,0,15,0,0,0,0,0,0,0,10,0,0,2,1,0,12,0,0,0,6,0,8,0,69,0,0,101,0,0,7,6,7,0,0,0,0,0,0,0,0,0,4,7,0,0.850299401198,0,167,0,8,0.245614035088,0.351237623762,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,8,1.0,144,0,0.5,0,46,0.39603960396,0,0,0,3,0,0.0,0.019801980198,2,0,0,11,1,3,0,0,0,0,0,0,0.364912280702,100,7,0,8,0,0,25,0,8,0,0,0,11,0,53,8,3,0,0,2,28,0,0.503649635036,0,46,8,7.21875,0,0,8,0,5,0
72,2,0,0,3,84,1,4,0,5,47,7,3,3,150,0,3,0,0,0.390671716165,0,0,0,5,0,2,5,0,3,2,3,7,0,3,9,3,0,3,0,8,20,0,0,9,49,3,13,0,119,0,0,150,0,0,8,23,19,0,0,0,0,0,0,10,3,0,13,6,0,0.466666666667,0,300,0,3,0.584745762712,0.381413958093,2,0,5,27,0,26,0,6,2,0,8,4,0,4,0,47,0.561643835616,163,7,0.5,0,14,0.269005847953,0,0,4,4,0,0.169265033408,0.19298245614,6,2,0,11,0,5,7,0,0,0,0,0,0.443349753695,79,3,0,5,0,0,4,3,49,0,10,0,9,0,71,8,4,2,0,5,57,0,0.509009009009,2,45,8,6.4347826087,0,12,7,0,6,0
8,2,0,0,0,135,3,4,0,0,5,5,3,5,142,0,3,0,0,0.259615384615,0,0,0,7,0,0,28,0,3,0,0,24,0,3,8,0,0,2,0,8,15,0,0,0,2,3,8,0,29,0,0,76,0,0,5,2,9,0,0,0,0,0,0,0,0,0,13,3,0,0.45871559633,0,218,0,2,0.675,0.301417861799,0,0,52,18,0,0,0,6,6,0,5,3,0,6,0,22,0.625,167,0,0.5,0,0,0.253521126761,0,0,0,2,0,0.42750929368,0.253521126761,5,6,0,0,0,4,5,0,0,0,0,0,0.297101449275,32,3,0,4,0,0,1,0,11,0,0,0,0,0,1,4,2,4,0,5,55,0,0.348571428571,4,0,8,8.52380952381,0,0,4,0,6,0
128,12,0,0,0,70,0,12,0,0,38,8,0,2,82,0,0,0,0,0.330538922156,0,0,0,5,1,12,40,0,0,0,12,19,0,0,10,3,0,2,0,0,25,0,0,13,57,4,14,0,129,0,0,148,0,0,9,21,11,0,0,0,0,0,0,0,0,0,15,7,0,0.678260869565,0,230,0,7,0.581081081081,0.421654423507,0,0,0,28,0,36,0,8,6,0,9,8,0,7,0,28,0.338983050847,218,6,0.5,0,70,0.3,0,0,8,4,0,0.0408163265306,0.06875,3,6,0,10,2,4,0,0,0,0,0,0,0.446511627907,148,3,0,5,0,0,4,0,10,0,0,0,10,0,93,13,4,4,0,5,28,0,0.515695067265,2,82,0,6.27586206897,0,0,8,0,5,0
43,6,0,1,0,110,2,12,0,0,13,8,3,2,113,0,3,0,0,0.272142857143,0,0,0,6,0,3,3,0,6,3,5,14,0,10,10,0,0,3,0,8,24,0,0,7,9,3,11,0,121,0,0,93,0,0,9,5,10,0,0,0,0,30,0,0,0,0,15,9,0,0.575609756098,0,206,0,6,0.765957446809,0.328286637931,3,0,30,29,0,4,0,8,4,0,10,0,0,4,0,26,0.9,198,0,0.5,0,74,0.342857142857,0,0,4,3,0,0.295774647887,0.107142857143,2,4,0,11,0,4,6,0,0,0,0,0,0.358878504673,88,2,0,4,2,0,1,0,26,0,0,0,11,0,107,14,3,2,0,5,77,0,0.641025641026,0,81,8,7.28205128205,2,0,10,0,6,0
94,5,0,0,1,244,37,11,0,0,131,9,5,3,244,0,5,0,0,0.239215686275,0,0,0,6,0,4,13,2,4,6,8,30,2,6,13,0,0,2,0,8,32,0,0,8,157,3,21,0,295,0,0,202,4,0,12,93,15,0,0,0,0,20,0,13,1,11,18,11,12,0.374439461883,0,446,0,4,0.935897435897,0.295270705297,6,0,39,44,0,64,0,6,2,0,12,10,0,6,0,76,0.897435897436,427,0,0.5,0,211,0.205211726384,8,0,3,0,0,0.233905579399,0.0130293159609,2,2,0,14,2,5,7,14,0,0,0,0,0.324890829694,183,5,0,6,0,0,4,0,18,0,13,0,13,0,247,12,0,4,12,5,70,0,0.528255528256,3,229,9,7.86666666667,0,4,8,0,6,0
0,7,0,7,0,41,2,11,0,0,19,6,3,2,48,0,3,0,0,0.67619047619,0,0,0,5,0,5,26,0,11,0,5,29,0,11,10,3,0,2,0,0,18,0,0,8,0,3,9,0,56,0,5,44,3,0,10,0,12,0,0,0,0,0,0,0,0,0,8,8,0,0.630434782609,0,92,0,6,0.6,0.811869565217,0,0,0,20,0,0,0,3,0,0,9,6,0,3,0,25,0.6875,78,6,1.0,0,26,0.213114754098,5,0,5,3,0,0.105263157895,0.196721311475,2,0,0,11,7,3,0,0,0,0,0,0,0.881632653061,37,3,0,3,1,0,16,0,7,0,0,0,11,0,41,12,3,3,0,3,3,0,0.425,2,34,8,4.15909090909,6,0,8,0,5,0
103,3,0,0,1,346,42,7,0,8,75,10,4,3,364,0,4,0,0,0.277443609023,0,0,0,7,0,3,10,0,4,2,6,22,0,6,12,0,2,2,0,8,31,0,0,10,24,3,29,0,268,0,30,228,3,0,7,14,26,0,0,0,2,37,0,10,1,10,17,8,11,0.589527027027,0,592,0,4,0.848484848485,0.351376047775,3,0,72,42,0,10,0,8,4,0,10,7,0,5,0,89,0.915254237288,524,0,0.5,0,150,0.190954773869,6,0,4,3,0,0.280701754386,0.190954773869,3,4,0,13,0,7,20,24,0,2,0,0,0.389351081531,178,4,0,9,11,0,17,2,76,0,10,0,13,0,212,11,3,2,16,6,235,0,0.495145631068,2,176,9,7.30357142857,41,8,10,0,6,0
289,5,0,0,11,244,93,9,0,9,253,9,0,3,499,0,0,0,0,0.320293398533,0,0,0,7,0,6,18,0,5,0,9,31,0,5,12,2,0,4,0,8,29,0,0,9,69,7,29,0,438,0,13,595,0,0,9,46,19,0,0,0,0,269,0,10,12,10,15,6,12,0.526923076923,0,1094,0,3,0.818181818182,0.318650952913,0,0,136,31,0,23,0,12,3,0,9,3,0,12,0,54,0.829931972789,839,4,0.25,2,178,0.340095465394,0,0,5,3,0,0.149732620321,0.0775656324582,3,3,0,14,1,8,75,83,0,0,0,0,0.431781045752,595,4,0,7,78,0,17,2,173,0,10,7,13,0,290,9,3,8,52,5,86,0,0.583761562179,3,215,10,6.66159695817,91,0,7,0,6,0
